stt,sample_id,ngu_canh,phat_bieu,nhan_dinh,ghi_chu
60,viwikifc_train_14917,"Việt Nam sử lược (1920). Đây được coi là quyển sử Việt Nam đầu tiên viết bằng chữ quốc ngữ, có phong cách ngắn gọn, súc tích và dễ hiểu, thích hợp với trình độ của đại chúng nên được tái bản nhiều lần. Tuy nhiên thời gian biên soạn quá ngắn nên sách có rất nhiều chi tiết sai sót, sau này Trần Trọng Kim đã hiệu đính lại 2 lần nhưng vẫn còn nhiều lỗi sai.",Việt Nam là quốc gia có dân tộc đoàn kết nhất ở Thế Giới.,ngoai_lai,
61,viwikifc_train_2506,"Tai biến mạch máu não có thể được phân thành hai loại chính: thiếu máu cục bộ và xuất huyết. Đột quỵ do thiếu máu cục bộ là do nguồn cung cấp máu lên não bị gián đoạn, trong khi đột quỵ do xuất huyết là do vỡ mạch máu hoặc cấu trúc mạch máu bất thường. Khoảng 87% trường hợp đột quỵ là do thiếu máu cục bộ, phần còn lại là xuất huyết. Chảy máu có thể phát triển bên trong các khu vực thiếu máu cục bộ, một tình trạng được gọi là ""biến đổi xuất huyết"". Không biết có bao nhiêu đột quỵ xuất huyết thực sự bắt đầu như đột quỵ do thiếu máu cục bộ.","Khi khu vực thiếu máu cục bộ có sự phát triển của việc chảy máu thì người ta gọi đó là tình trạng ""biến đổi xuất huyết"".",khong,
62,viwikifc_test_2058,"Số nhiều: men, women, feet, fish, oxen, knives, miceSự sở hữu được thể hiện bằng  (')s  (thường gọi là hậu tố sở hữu), hay giới từ of. Về lịch sử (')s được dùng cho danh từ chỉ vật sống, còn of dùng cho danh từ chỉ vật không sống. Ngày nay sự khác biệt này ít rõ ràng hơn. Về mặt chính tả, hậu tố -s được tách khỏi gốc danh từ bởi dấu apostrophe.","Ngữ hệ Ấn-Âu sử dụng (')s cho danh từ chỉ vật sống như người, động vật còn of dùng cho danh từ chỉ vật không sống.",ngoai_lai,
63,viwikifc_test_1006,"Y học: Y học Trung Quốc và phẫu thuật đã phát triển cao tại nhiều thời điểm khác nhau trong lịch sử, và nhiều lĩnh vực vẫn còn được xem là nổi bật. Chúng tiếp tục giữ vai trò lớn mạnh trong cộng đồng y học quốc tế, và cũng đã được phương Tây công nhận như các phương pháp trị liệu bổ sung và thay thế trong vài thập niên gần đây. Một thí dụ là khoa châm cứu, mặc dù được coi như một phương pháp y học tại Trung Quốc và các nước xung quanh, nhưng lại từng là đề tài gây tranh luận tại phương Tây. Tuy nhiên, khoa khám nghiệm tử thi đã không được chấp nhận ở Trung Quốc thời trung cổ vì người ta cho rằng không nên xâm phạm xác chết. Dù thế, nhiều bác sĩ không tin điều này đã tăng cường sự hiểu biết về giải phẫu học.",Răng hàm mặt cũng được coi là một lĩnh vực nổi bật trong Y học.,ngoai_lai,
64,viwikifc_train_5274,"Đến thế kỷ 8 TCN, quyền lực tập trung của triều Chu dần suy yếu trước các chư hầu phong kiến, nhiều quốc gia chư hầu của triều Chu đã dần mạnh lên, họ bắt đầu không tuân lệnh vua Chu và liên tục tiến hành chiến tranh với nhau trong thời kỳ Xuân Thu kéo dài 300 năm (771 - 475 TCN). Đến thời Chiến Quốc trong thế kỷ V–III TCN, quân chủ bảy quốc gia hùng mạnh đều xưng vương như thiên tử nhà Chu. Đến năm 256 TCN, nhà Chu bị nước Tần tiêu diệt. Đến năm 221 TCN, nước Tần hoàn tất việc tiêu diệt tất cả những nước khác, tái thống nhất Trung Quốc sau 500 năm chiến tranh.",Thời kỳ Xuân Thu được xem là một thời kỳ đầy biến động và xung đột trong lịch sử Trung Quốc.,khong_chac,
65,viwikifc_train_6878,"Với dân số 1.339 tỷ người theo điều tra năm 2017, Ấn Độ là quốc gia đông dân thứ hai trên thế giới. Tốc độ tăng trưởng dân số của Ấn Độ giảm xuống còn trung bình 1,76% mỗi năm trong giai đoạn 2001–2011, từ mức 2,13% mỗi năm trong thập niên trước (1991–2001). Tỷ suất giới tính theo điều tra năm 2011 là 940 nữ trên 1.000 nam. Tuổi bình quân của cư dân Ấn Độ là 27,9 theo điều tra năm 2017. Trong cuộc điều tra dân số hậu thuộc địa đầu tiên, tiến hành vào năm 1951, Ấn Độ có 361,1 triệu người. Các tiến bộ về y tế trong suốt 50 năm vừa qua cùng với năng suất nông nghiệp gia tăng (Cách mạng xanh) khiến dân số Ấn Độ gia tăng nhanh chóng. Ấn Độ tiếp tục phải đối mặt với một số thách thức liên quan đến sức khỏe cộng đồng. Theo Tổ chức Y tế thế giới, 900.000 người Ấn Độ tử vong mỗi năm do uống nước bị nhiễm bẩn hay hít khí bị ô nhiễm. Có khoảng 50 bác sĩ trên 100.000 người Ấn Độ. Số người Ấn Độ sinh sống tại thành thị tăng trưởng 31,2% từ 1991 đến 2001. Tuy nhiên, theo số liệu năm 2001, có trên 70% cư dân Ấn Độ sinh sống tại các vùng nông thôn. Theo điều tra dân số năm 2001, có 27 đô thị trên 1 triệu dân tại Ấn Độ; trong đó Delhi, Mumbai, Kolkata, Chennai, Bangalore, Hyderabad, Ahmedabad, và Pune là các vùng đô thị đông dân nhất. Tỷ lệ biết chữ năm 2011 là 74,04%: 65,46% đối với nữ giới và 82,14% đối với nam giới. Kerala là bang có tỷ lệ người biết chữ cao nhất; còn bang Bihar có tỷ lệ người biết chữ thấp nhất.","Tuy nhiên, theo số liệu thống kê vào năm 2001 đã có hơn 70% người dân Ấn Độ sinh sống tại các vùng quê.",khong,
66,viwikifc_dev_1585,"Trong tình trạng suy thoái, chủ nghĩa tư bản suy đồi, quá trình tích lũy ngày càng hướng tới đầu tư vào lực lượng quân sự và an ninh, bất động sản, đầu cơ tài chính và tiêu dùng sang trọng. Trong trường hợp đó, thu nhập từ sản xuất giá trị gia tăng sẽ giảm trong lợi ích của lãi suất, tiền thuê nhà và thu nhập thuế, với một hệ quả là sự gia tăng mức độ thất nghiệp vĩnh viễn. Vốn càng có nhiều vốn thì càng có nhiều vốn. Nghịch đảo cũng đúng và đây là một yếu tố trong khoảng cách mở rộng giữa người giàu và người nghèo.",Khi chủ nghĩa tư bản suy đồi sẽ kéo thêm cả sự gia tăng tỉ lệ thất nghiệm của lực lượng lao động.,ngoai_lai,
67,viwikifc_dev_482,"Việt Nam có tỷ lệ tội phạm ở mức thấp hơn một số quốc gia phát triển. Năm Cam, Khánh Trắng là một số ví dụ về băng nhóm tội phạm có tổ chức.","Việt Nam có ít tội phạm hơn một số quốc gia phát triển và chủ yếu phạm tội tham nhũng, ma túy.",ngoai_lai,
68,viwikifc_train_2804,"Tại thành phố Hà Nội, từ thời Pháp thuộc đã có một con đường nhỏ và ngắn ở khu vực trung tâm mang tên đường Nguyễn Trãi (nay là đường Nguyễn Văn Tố). Cuối năm 1945, chính quyền Việt Nam Dân chủ Cộng hòa cho đổi tên con đường này, đồng thời đặt tên đường Nguyễn Trãi cho một con đường dài hơn ở khu vực xung quanh hồ Hoàn Kiếm (nay là đường Lò Sũ). Tuy nhiên, sau đó đến đầu năm 1951, chính quyền Quốc gia Việt Nam thân Pháp trong đợt đổi tên đường cũ thời Pháp sang tên danh nhân Việt Nam với quy mô lớn thì vẫn duy trì tên đường Nguyễn Trãi vốn đã có từ Pháp thuộc này. Sau năm 1954, chính quyền Việt Nam Dân chủ Cộng hòa ban đầu vẫn duy trì đường Nguyễn Trãi cũ. Tuy nhiên đến năm 1964, trên cơ sở cho rằng con đường Nguyễn Trãi ngắn và nhỏ như vậy hoàn toàn không phù hợp với công lao to lớn của ông đối với đất nước, chính quyền Hà Nội lại cho đổi tên đường Nguyễn Trãi cũ thành đường Nguyễn Văn Tố và giữ nguyên cho đến ngày nay; còn tuyến Quốc lộ 6 đoạn từ Ngã Tư Sở đến vùng giáp ranh thị xã Hà Đông thuộc tỉnh Hà Đông cũ thì cho đặt tên là đường Nguyễn Trãi. Hiện nay, ở Hà Nội có 2 đường phố Nguyễn Trãi, đó là Đường Nguyễn Trãi chạy qua quận Đống Đa, Thanh Xuân và Nam Từ Liêm và Phố Nguyễn Trãi chạy qua phường Nguyễn Trãi, quận Hà Đông","Vào năm 1964, đường Nguyễn Trãi vẫn được duy trì tại tuyến Quốc lộ 6 đoạn từ Ngã Tư Sở đến vùng giáp ranh thị xã Hà Đông thuộc tỉnh Hà Đông cũ còn đường Nguyễn Trãi cũ được chính quyền Hà Nội đổi thành đường Nguyễn Văn Tố.",noi_tai,
69,viwikifc_dev_1254,"Trung Á chỉ vùng đất trung tâm châu Á (về địa lí). Bao gồm Turkmenistan, Uzbekistan, Kyrgyzstan, Tajikistan, Kazakhstan. Vùng đất phía đông nam trong khu vực này là vùng núi, động đất nhiều lần, thuộc về khí hậu núi; các vùng đất còn lại là đồng bằng, gò đồi, sa mạc trải rộng, khí hậu khô cạn, thuộc về khí hậu sa mạc hoặc thảo nguyên nhiệt đới và á nhiệt đới. Khí thiên nhiên, dầu thô, than đá, đồng, chì, kẽm, thủy ngân, lưu huỳnh, mirabilit (tức natri sulfat ngậm nước) là khoáng vật khá trọng yếu. Tài nguyên khoáng sản của Trung Á vô cùng phong phú, ngành công nghiệp quân sự phát đạt. Trung Á là chỗ sản sinh bắt nguồn thực vật vun trồng như đậu Hà Lan, đậu tằm, trái táo tây cùng với cừu Karakul. Sản xuất cây bông sợi, cây thuốc lá, tơ tằm, lông cừu, cây nho và cây táo tây.",Tơ tằm ở Trung Á được cho là chất lượng tốt nhất thế giới.,ngoai_lai,
70,viwikifc_dev_737,"Singapore là một trong những trung tâm thương mại lớn nhất của thế giới với vị thế là trung tâm tài chính lớn thứ 4 và là một trong 5 cảng biển bận rộn nhất trên toàn cầu. Nền kinh tế mang tính toàn cầu hóa và đa dạng của Singapore phụ thuộc nhiều vào mậu dịch, đặc biệt là xuất khẩu, thương mại và công nghiệp chế tạo, chiếm 26% GDP vào năm 2005. Theo sức mua tương đương thống kê năm 2020, Singapore có mức thu nhập bình quân đầu người cao thứ 2 trên thế giới. Quốc gia này được xếp hạng cao trong hầu hết các bảng xếp hạng quốc tế liên quan đến chất lượng kinh tế, giáo dục công, chăm sóc sức khỏe, sự minh bạch của chính phủ và tính cạnh tranh kinh tế.",Singapore có mức thu nhập bình quân đầu người thấp thứ 2 trên thế giới.,noi_tai,
71,viwikifc_train_10504,"Phía bắc của quần đảo Calamianes là nơi đầu tiên nằm dưới quyền kiểm soát của Tây Ban Nha và sau đó trở thành một tỉnh riêng biệt với đảo chính Palawan. Trong đầu thế kỷ 17, Các thấy dòng đã gửi những người truyền giáo đến Cuyo, Agutaya và Cagayancillo như họ đã gặp phải sự chống đối từ các cộng đồng Moro. Trước thế kỷ 18, Tây Ban Nha bắt đầu xây dựng các nhà thờ vởi sự bảo vệ của binh lính để bảo vệ khỏi những cuộc đột kích của người Moro tại các thị trấn Cuyo, Taytay, Linapacan và Balabac. Năm 1749, Vương quốc Hồi giáo Borneo nhượng miền nam Palawan cho Tây Ban Nha.","Tây Ban Nha bắt đầu xây dựng các nhà thờ với sự bảo vệ của binh lính để tránh sự đột kích người Moro phản đối Hồi Giáo tại các thị trấn Cuyo, Taytay, Linapacan và Balabac.",noi_tai,
72,viwikifc_train_9579,"Ngoài ra, cũng có nhiều bản đồ đã thể hiện các quần đảo trên Biển Đông là lãnh thổ của Trung Quốc: ""Welt-Atlas"" do Cộng hòa Liên bang Đức xuất bản vào các năm 1954, 1961 và 1970; Át-lát thế giới do Liên Xô xuất bản vào năm 1954 và 1967; Át-lát thế giới do Romania xuất bản vào năm 1957; Oxford Australian Atlas và Philips Record Atlas xuất bản tại Anh Quốc vào năm 1957 và Encyclopaedia Britannica World Atlas xuất bản tại Anh Quốc vào năm 1958; ""Haack Welt Atlas"" do Cộng hòa Dân chủ Đức xuất bản năm 1968; Daily Telegraph World Atlas xuất bản tại Anh Quốc vào năm 1968; Atlas International Larousse xuất bản tại Pháp vào năm 1968 và 1969; bản đồ thế giới thông thường của Institut Géographique National của Pháp vào năm 1968; Tập bản đồ Trung Quốc của Neibonsya tại Nhật Bản năm 1973.",Nhiều tờ báo cũng đã công nhận lại chủ quyền các đảo của Trung Quốc trong các tập bản đồ là không đúng sự thật.,ngoai_lai,
73,viwikifc_dev_1560,"Là chu kỳ trung bình của chuyển động của Mặt Trăng so với Mặt Trời. Tháng giao hội có liên quan tới các pha của Mặt Trăng (các tuần trăng), do biểu hiện bề ngoài của Mặt Trăng phụ thuộc vào vị trí của nó so với Mặt Trời khi quan sát từ Trái Đất. Trong khi Mặt Trăng chuyển động vòng quanh Trái Đất thì Trái Đất cũng di chuyển trong chuyển động vòng quanh của mình xung quanh Mặt Trời. Điều này có nghĩa là sau khi Mặt Trăng đã thực hiện xong một vòng di chuyển tương đối so với các định tinh (tháng thiên văn) thì nó vẫn phải di chuyển thêm một khoảng cách nữa để đạt tới vị trí mới sao cho khi được quan sát từ Trái Đất là nằm cùng ở vị trí so với Mặt Trời như lúc ban đầu. Chu kỳ dài hơn này được gọi là tháng giao hội (tiếng Hy Lạp: σὺν ὁδῴ, sun hodō, nghĩa là ""với con đường [của Mặt Trời]"") hay tháng sóc vọng. Do các nhiễu loạn trong các quỹ đạo của Trái Đất và Mặt Trăng nên khoảng thời gian thực tế giữa các chu kỳ tuần trăng có thể dao động từ khoảng 29,27 tới khoảng 29,83 ngày. Độ dài trung bình dài hạn là khoảng 29,530589 ngày (29 ngày 12 giờ 44 phút 2,9 giây). Tháng giao hội được sử dụng trong chu kỳ Meton.",Chu kỳ dài hơn này được gọi là tháng giao hội hay tháng sóc vọng với chu kỳ ngang với một vòng tự quay quanh Mặt Trời.,noi_tai,
74,viwikifc_train_16363,"Vào cuối những năm 1980 và đầu những năm 1990, GDP của Nhật Bản đã vươn lên đứng thứ 2 trên thế giới, chỉ sau Mỹ. Năm 1995, nền kinh tế Nhật Bản đã suýt đuổi kịp với Hoa Kỳ để trở thành nền kinh tế lớn nhất trong thế giới trong một ngày, sau khi đồng tiền Nhật Bản đạt mức cao kỷ lục 79 yên / USD. Trong khi đó từ thập niên 1980 Kinh tế Trung Quốc đã có sự lột xác ngoạn mục sau những cải cách của Đặng Tiểu Bình, và sang thế kỷ 21 GDP của Trung Quốc đã vượt qua Nhật Bản để trở thành nền kinh tế đứng thứ 2 thế giới. 4 quốc gia Hàn Quốc, Đài Loan, Hồng Kông và Singapore cũng đã đạt được mức tăng trưởng kinh tế nhanh chóng trong giai đoạn cuối thế kỷ 20, do đó những nền kinh tế này còn được mệnh danh là Bốn con hổ châu Á. Israel cũng là một quốc gia có nền kinh tế phát triển nhờ tinh thần kinh doanh dựa trên một nền công nghiệp đa dạng.",Israel là một đất nước có tiềm lực phát triển về quân sự vững mạnh.,ngoai_lai,
75,viwikifc_train_9010,"Vào những năm 1830, Singapore đã trở thành một trong ba cảng thương mại chính ở Đông Nam Á, cùng với Manila ở Philipinnes và Batavia (Jarkata ngày nay) ở đảo Java. Mậu dịch tự do và vị trí thuận lợi đã nơi đây trở thành hải cảng nhộn nhịp. Những văn bản cổ còn mô tả: ""Các con thuyền đến Singapore như đàn ong bay tới hũ mật để cùng tận hưởng bữa tiệc mậu dịch tự do"". Những nhà buôn người Anh bị hấp dẫn bởi mảnh đất này và từ đó những hiệu buôn, những tuyến hàng hải, những công ty dịch vụ liên tiếp mọc lên. Những thương gia người Hoa cũng bị thu hút tới đây vì mật độ buôn bán dày đặc, sự canh phòng của hải quân Anh quốc và vị trí chiến lược của Singapore. Những thương gia người Malay, Ấn Độ và Ả Rập cũng từ những cảng lân cận khác kéo tới Singapore. Singapore nhanh chóng chiếm được một thị phần lớn trong việc giao thương giữa các vùng ở Đông Nam Á, đồng thời cũng trở thành một bến đỗ chính của tàu buôn trên đường tới Trung Quốc và Nhật Bản.",Singapore cũng trở thành một bến đỗ chính của tàu buôn.,khong,
76,viwikifc_train_518,"Năm 2019, GRDP toàn tỉnh tăng trưởng 9,03% so với năm 2018, GRDP thực tế đạt 88.258 tỉ đồng, cơ cấu kinh tế chuyển dịch đúng hướng. Thu ngân sách ước đạt 15.500 tỷ đồng, đạt 114,8% dự toán và tăng 10,2% so với thực hiện năm 2018. Chi ngân sách năm 2019 ước đạt 24.945,44 tỷ đồng, đạt 102,5% dự toán.",GRDP toàn tỉnh chủ yếu nhờ vào ngành dịch vụ và du lịch.,ngoai_lai,
77,viwikifc_train_12019,"Việc xây dựng các công trình thủy điện thượng lưu Vu Gia - Thu Bồn ảnh hưởng lớn đến dòng chảy hạ lưu. Việc thủy điện Đăk Mi 4 chuyển nước từ Vu Gia sang Thu Bồn làm suy giảm đáng kể dòng chảy hạ lưu Vu Gia. Vào mùa kiệt từ tháng 2 đến tháng 8, vùng ven sông Vu Gia thường đối mặt với thiếu nước cho sinh hoạt và trồng trọt. dòng chảy bị suy giảm là nguyên nhân chính làm cho mặn xâm nhập sâu vào hạ lưu Vu Gia, Thu Bồn và Vĩnh Điện.",Vùng ven sông Vu Gia thường thiếu nước cho sinh hoạt do Đăk Mi 4 chuyển nước làm suy giảm dòng chảy,khong,
78,viwikifc_train_11586,"Đến thời kỳ cận đại, Việt Nam lần lượt trải qua các giai đoạn Pháp thuộc và Nhật thuộc. Sau khi Nhật Bản đầu hàng Đồng Minh, các cường quốc thắng trận tạo điều kiện cho Pháp thu hồi Liên bang Đông Dương. Kết thúc Thế chiến 2, Việt Nam chịu sự can thiệp trên danh nghĩa giải giáp quân đội Nhật Bản của các nước Đồng Minh bao gồm Anh, Pháp (miền Nam), Trung Hoa Dân Quốc (miền Bắc). Nhà nước Việt Nam Dân chủ Cộng hòa do Mặt trận Việt Minh lãnh đạo ra đời khi Hồ Chí Minh tuyên bố độc lập vào ngày 2 tháng 9 năm 1945 sau thành công của Cách mạng Tháng Tám và chiến thắng Liên hiệp Pháp cùng Quốc gia Việt Nam do Pháp hậu thuẫn trong chiến tranh Đông Dương lần thứ nhất. Sự kiện này dẫn tới việc Hiệp định Genève (1954) được ký kết và Việt Nam bị chia cắt thành hai vùng tập kết quân sự, lấy ranh giới là vĩ tuyến 17. Việt Nam Dân chủ Cộng hoà kiểm soát phần phía Bắc còn phía nam do Việt Nam Cộng hoà (nhà nước kế tục Quốc gia Việt Nam) kiểm soát và được Hoa Kỳ ủng hộ. Xung đột về vấn đề thống nhất lãnh thổ đã dẫn tới chiến tranh Việt Nam với sự can thiệp của nhiều nước và kết thúc với chiến thắng của Việt Nam Dân chủ Cộng hòa, Mặt trận Dân tộc Giải phóng miền Nam Việt Nam cùng sự sụp đổ của Việt Nam Cộng hoà vào năm 1975. Chủ quyền phần phía Nam được chính quyền Cộng hoà miền Nam Việt Nam (do Mặt trận Dân tộc Giải phóng miền Nam Việt Nam thành lập) giành quyền kiểm soát. Năm 1976, Việt Nam Dân chủ Cộng hòa và Cộng hoà miền Nam Việt Nam thống nhất thành Cộng hòa Xã hội chủ nghĩa Việt Nam.",Việt Nam Dân chủ Cộng hòa là nhà nước thiện chiến.,ngoai_lai,
79,viwikifc_train_1763,"Bệnn viêm gan siêu vi C mạn được xác định là nhiễm siêu vi viêm gan C hơn 6 tháng căn cứ trên sự hiện diện của ARN. Viêm mạn thường không có triệu chứng trong vài chục năm đầu, vì vậy thường phát hiện sau khi kiểm tra mức độ men gan tăng hoặc khi kiểm tra định kỳ những người có nguy cơ cao. Xét nghiệm không thể phân biệt được viêm cấp tính và viêm mạn tính.","Nếu nhiễm viêm gan C hơn 1 năm, người bệnh có thể đối mặt với các biến chứng nguy hiểm.",ngoai_lai,
80,viwikifc_train_11442,"Phần lớn chữ tục ở Hồng Kông và Đài Loan đến từ chữ bút giản hay chữ xưa lưu hành trong dân chúng. Có một ít giống hay gần như giống chữ Hán Tân tự thể của Nhật (Kanji) và chữ Hán giản thể của Trung Quốc. Ở Nhật, ngoài chữ Hán Tân tự thể chính thức, cũng có ""chữ lược"" (略字, ryakuji - ""lược tự"") dùng để ghi mau. Từng có đề nghị thống nhất chữ Hán giản thể của Trung Quốc và Nhật Bản, song không thực hiện được.",Việc thống nhất chữ Hán giản thể của Nhật và Trung Quốc hoàn toàn là điều bất khả thi.,ngoai_lai,
81,viwikifc_train_1788,"Có một số từ Hán Việt mang ý nghĩa đối với người Việt khác với tiếng Hán chính thống. Ví dụ như ngày nay trong tiếng Trung Quốc từ ""bác sĩ"" (chữ Hán: 博士) thường dùng để chỉ học vị ""tiến sĩ"", còn bác sĩ được gọi là ""y sinh"" (Hán văn phồn thể: 醫生, Hán văn giản thể: 医生) hoặc ""đại phu"" (Hán văn: 大夫, thường dùng trong khẩu ngữ).","""Y sinh"" và ""đại phu"" trong tiếng Trung Quốc ban đầu không phải để chỉ bác sĩ.",ngoai_lai,
82,viwikifc_train_14051,"Cạo đầu dâng thần thánhNgười dân ở một số vùng tại Ấn Độ tin rằng, cạo đầu dâng tóc cho thần thánh là để tỏ lòng biết ơn. Kỳ quặc hơn, người theo đạo Jain không chỉ cạo mà còn nhổ sạch tóc trên đầu bằng cách tự nhổ hoặc nhờ người khác nhổ cho. Mỗi năm họ làm từ 1-2 lần, để tự rèn luyện sức chịu đựng những cơn đau.",Mỗi dân tộc đều có những hình thức tín ngưỡng khác nhau để tạo nên nét đặc trưng của mình.,ngoai_lai,
83,viwikifc_train_9502,"Thành phần khí quyển có lẽ là nguyên nhân chủ yếu gây ra sự thay đổi, đặc biệt ở kỷ băng hà đầu tiên. Lý thuyết ""Quả cầu tuyết Trái Đất"" cho rằng những sự thay đổi về mức độ CO2 vừa là nguyên nhân gây ra, vừa là nguyên nhân làm kết thúc thời kỳ cực lạnh ở cuối Liên đại Nguyên Sinh (Proterozoic). Tuy nhiên, hai yếu tố còn lại cũng có liên quan tới sự kiện đó.","Sự tăng lên quá mức nồng độ CO2 trong không khí đã gây nên thời kỳ băng giá kéo dài, và đến khi hàm lượng CO2 quay về mức ổn định thì băng sẽ lui đi, kết thúc thời kỳ băng giá.",ngoai_lai,
84,viwikifc_train_1697,"Hoàng Hà là sông dài thứ hai ở Trung Quốc, đo được 5464 km. Ở vùng thượng lưu, sông chảy qua những hẻm núi sâu trước khi lượn quanh thành một vòng cung khổng lồ ôm lấy cao nguyên Hoàng Thổ. Đoạn sông này cuốn theo lượng đất vàng dưới dạng phù sa trên hành trình ra biển. Với nguồn đất đó, Hoàng Hà là con sông nặng phù sa nhất thế giới; mỗi năm tải tới 1,6 tỷ tấn phù sa. Ở hạ lưu lòng sông bị bồi cao nên có đoạn lòng sông còn cao hơn vùng đồng bằng xung quanh đến 10m. Địa hình tiêu biểu của bình nguyên Hoa Bắc là hệ thống đê điều dài 700 km chạy dọc hai bên bờ Hoàng Hà.",Các vùng đất đồng bằng mà Hoàng Hà chảy qua có đặc điểm đất phù sa giàu dinh dưỡng có thể được trôi đi bởi dòng chảy mạnh của sông.,ngoai_lai,
85,viwikifc_train_5113,"Từ khi Malacca thất thủ vào năm 1511, các thương nhân Bồ Đào Nha tiến hành giao dịch đều đặn với Borneo, đặc biệt là với Brunei từ năm 1530. Khi đến thăm kinh đô của Brunei, người Bồ Đào Nha mô tả địa điểm có tường đá bao quanh. Mặc dù Borneo được cho là giàu có, song người Bồ Đào Nha không tiến hành nỗ lực nào để chinh phục đảo. Người Tây Ban Nha đến Brunei kéo theo chiến tranh Castilla vào năm 1578. Người Anh bắt đầu buôn bán với Vương quốc Sambas tại miền nam Borneo vào năm 1609, còn người Hà Lan thì bắt đầu buôn bán vào năm 1644: với các vương quốc Banjar và Martapura cũng ở miền nam Borneo. Người Hà Lan nỗ lực định cư trên đảo Balambangan ở phía bắc Borneo vào nửa sau thế kỷ XVIII, song họ rút lui vào năm 1797. Năm 1812, quốc vương tại miền nam Borneo nhượng công sự của mình cho Công ty Đông Ấn Anh. Người Anh dưới quyền lãnh đạo của Stamford Raffles sau đó đã cố can thiệp tại Sambas song thất bại. Mặc dù họ đánh bại được vương quốc này vào năm sau và tuyên bố phong toả toàn bộ các cảng tại Borneo ngoại trừ Brunei, Banjarmasin và Pontianak, song kế hoạch bị Toàn quyền Anh tại Ấn Độ là Huân tước Minto đình chỉ do quá tốn kém. Vào lúc bắt đầu công cuộc người Anh và người Hà Lan khám phá đảo, họ mô tả đảo Borneo toàn là những kẻ săn đầu người, cư dân bản địa tại nội lục tiến hành việc ăn thịt người, và vùng biển quanh đảo bị hải tặc cướp phá, đặc biệt là khu vực giữa đông bắc Borneo và miền nam Philippines. Các hải tặc người Mã Lai và Dayak Biển từ hang ổ tại Borneo đã cướp bóc tàu biển trên hành trình giữa Singapore và Hồng Kông, cùng với đó là các cuộc tấn công của các hải tặc Sulu từ miền nam Philippines, như trong trận chiến ngoài khơi Mukah.","Các hải tặc người Mã Lai và Dayak Biển từ hang ổ tại Borneo đã cướp bóc tàu biển trên hành trình giữa Singapore và Hồng Kông, cùng với đó là các cuộc tấn công của các hải tặc Sulu từ miền nam Philippines, như trong trận chiến ngoài khơi Mukah xảy ra vào cuối năm 1820.",ngoai_lai,
86,viwikifc_train_1083,"IDU là yếu tố nguy cơ chính gây viêm gan siêu vi C ở nhiều nơi trên thế giới. Xem xét 77 nước thì thấy 25 nước (trong đó có Mỹ) có tỉ lệ viêm gan siêu vi C từ 60% đến 80% ở đối tượng chích ma túy. Và 12 nước có tỉ lệ mắc bệnh cao hơn 80%. Có 10 triệu người tiêm chích ma túy được cho là bị nhiễm bệnh viêm gan siêu vi C; Trung Quốc (1.6 triệu), Mỹ (1.5 triệu), và Nga (1.3 triệu) có tổng cộng số người tiêm chích bị nhiễm bệnh nhiều nhất. Nhiễm bệnh viêm gan siêu vi C ở những bạn tù tại Mỹ cao gấp 10 đến 20 lần so với dân số chung; điều này được cho là do hành vi mang tính nguy cơ cao ở trong tù, chẳng hạn như tiêm chích ma túy và xăm hình bằng dụng cụ không vô trùng.",Việc xăm mình gây nên viêm gan C là do máu bị nhiễm khuẩn.,ngoai_lai,
87,viwikifc_train_13077,"Nông nghiệp Sumerian phát triển trên lưu vực sông Tigris và sông Euphrates. Lương thực dư thừa dẫn đến phân công lao động, không cần phải ai cũng tham gia vào nông nghiệp, cuối cùng hình thành các tầng lớp xã hội. Trên là vua Sumerian, thầy tế, và quan chức chính quyền dưới là các người phụ việc, thương gia, nông dân, ngư dân. Đáy xã hội là những người nô lệ. Nô lệ thường là một phạm nhân, tù nhân, hoặc những người trong nợ nần.",Các tầng lớp xã hội dẫn đầu là vua rồi đến thầy bùa.,ngoai_lai,
88,viwikifc_train_11504,"Đặc điểm của phong kiến Trung Quốc là các triều đại thường lật đổ nhau trong bể máu và giai cấp giành được quyền lãnh đạo thường phải áp dụng các biện pháp đặc biệt để duy trì quyền lực của họ và kiềm chế triều đại bị lật đổ. Chẳng hạn như nhà Thanh của người Mãn Châu sau khi chiếm được Trung Quốc thường áp dụng các chính sách hạn chế việc người Mãn Châu bị hòa lẫn vào biển người Hán vì dân họ ít. Tuy thế, những biện pháp đó đã tỏ ra không hiệu quả và người Mãn Châu cuối cùng vẫn bị văn hóa Trung Quốc đồng hóa.",Người Mãn Châu được coi là tầng lớp cai trị và được đặc quyền hơn so với người Hán.,ngoai_lai,
